[GC (Allocation Failure) [DefNew: 13129K->1600K(14784K), 0.0039379 secs] 13129K->1834K(47552K), 0.0039679 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2025-06-11 12:06:56.051  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.051  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.051  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.051  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.051  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.052  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.052  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
[GC (Allocation Failure) [DefNew: 50704K->2965K(53568K), 0.0104138 secs] 155628K->109003K(172360K), 0.0104437 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.070  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.071  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.072  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.073  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.123  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.123  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.123  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.123  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:56.124  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
